Year,Group,Sample,SampID,GSample,Drain,Zone,Type,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,Microplastics_fragments,Microplastics_fibres,Microplastics_other,microbeads,MP_total,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
2022,ENVT3361.8,2022_S08,Group 8,NA,NA,SM,Saltmarsh,400379,6468072,115.9462643,-31.91887469,0,10,5,NA,NA,NA,NA,NA,NA,NA,42425,3.82,84.3,2475,153,17.66,71.1,54.4,39243,4.03,5236,76.4,56.4,5285,287.9,1.01,20212,56.3,30.9,425,34.2,2238,60.7,23.5,79.8,38.4,93,289.73
2022,ENVT3361.9,2022_S09,Group 9,NA,NA,S,Drain_Sed,400089,6468065,115.9431966,-31.91891236,0,10,5,NA,NA,NA,NA,NA,NA,NA,26617,23.4,47.1,5509,52.4,25.8,39.4,297.1,69710,2.01,3609,28.9,34.9,7111,206.6,2.09,35105,21.7,19,1849,115.6,5627,116.7,8.5,72.1,13.1,644.5,105.01
2022,ENVT4461.10,2022_S10,Group 10,NA,NA,S,Drain_Sed,400112,6468035,115.9434367,-31.91918499,0,10,5,NA,NA,NA,NA,NA,NA,NA,37032.5,28.495,64.3,7048.5,74.5,30.21,61.65,418.3,76657,3.07,3020,39.3,57.45,5749.5,141,5.685,16658.5,27.45,38.35,2799,690.25,17312,108.15,13.25,80.6,18.65,809.5,144.32
2022,ENVT4461.11,2022_S11,Group 11,NA,NA,S,Drain_Sed,400113,6468044,115.9434482,-31.91910389,0,10,5,6.53,10.4,NA,NA,NA,NA,NA,28524,21.16,43.5,6459,50.9,12.43,46,435.5,48864,2.08,3527,25.9,39.4,6549,94.8,3.16,24859,19.6,17.6,1459,192,7965,103.7,11.7,66.2,11.6,517.7,98.48
2022,ENVT4461.1,2022_S12,12,NA,NA,CMD,Drain_Sed,400475,6468324,115.9473055,-31.91660996,0,10,5,NA,NA,NA,NA,NA,NA,NA,28018,12,101,2829,118,13,39,57,41841,7,2089,56,26,1802,75,2,809,41,13,369,43,4793,30,14,51,27,246,222
2022,ENVT4461.1,2022_S13,13,NA,NA,CMD,Drain_Sed,400410,6468325,115.9466182,-31.91659525,0,10,5,NA,NA,NA,NA,NA,NA,NA,46271,22,104,2473,183,10.3,53,604,72201,11,2895,87,48,4064,48,4,13213,65,22,2390,121,4643,96,14,81,45,263,346
2022,ENVT4461.1,2022_S14,14,NA,NA,CMD,Drain_Sed,400327,6468243,115.9457319,-31.91732764,0,10,5,NA,NA,NA,NA,NA,NA,NA,64426,5,95,1025,177,11.4,66,135,34949,12,4334,64,80,3646,47,2,9114,70,31,401,49,1831,58,19,81,39,91,323
2022,ENVT4461.1,2022_S15,15,NA,NA,N,Lake_Sed,400308,6468242,115.9455309,-31.91733499,0,10,5,NA,NA,NA,NA,NA,NA,NA,56206,6,104,2538,197,12.7,67,107,37840,12,4361,87,58,4131,74,2,8111,70,24,605,47,1810,63,21,83,45,204,366
2022,ENVT4461.1,2022_S16,16,NA,NA,NE,Lake_Sed,400341,6468229,115.9458786,-31.91745515,0,10,5,NA,NA,NA,NA,NA,NA,NA,59799,6,113,2441,201,13,70,106,38112,12,4552,89,62,4153,73,2,8294,71,25,562,44,1749,67,21,85,46,198,373
2022,ENVT4461.1,2022_S16.5,16.2,NA,NA,CMD,Drain_Sed,400448,6468343,115.9470219,-31.91643621,0,10,5,NA,NA,NA,NA,NA,NA,NA,9079,9,22,795,33,4.4,18,60,20558,2,456,15,4,374,39,1,331,12,3,143,25,225,6,7.9,30,4.2,48.2,62
2022,ENVT4461.2,2022_S17,17,NA,NA,LP,Flooded,400153,6468280,115.9438956,-31.9169786,0,10,5,NA,NA,NA,NA,NA,NA,NA,31772,2,27,2231,77,4.8,41,19,13485,4,1876,36,36,2482,32,2,5344,28,9,129,22,3269,29,13,47,14,208,145
2022,ENVT4461.2,2022_S18,18,NA,NA,LP,Flooded,400170,6468296,115.944077,-31.91683577,0,10,5,NA,NA,NA,NA,NA,NA,NA,32672,3,57,2176,89,5.1,49,32,19594,5,2278,42,30,2763,34,2,6180,34,11,257,141,2527,34.6,18,59.6,17.2,121.1,170
2022,ENVT4461.2,2022_S19,19,NA,NA,LP,Flooded,400171,6468305,115.9440885,-31.91675467,0,10,5,NA,NA,NA,NA,NA,NA,NA,30633,3,48,1837,104,3.2,45,21,18434,6,1618,49,25,2136,36,3,4071,38,8,182,24,1584,30,17,62,21,60,197
2022,ENVT4461.2,2022_S20,20,NA,NA,LP,Flooded,400160,6468324,115.9439742,-31.91658232,0,10,5,NA,NA,NA,NA,NA,NA,NA,22088,7,53,18797,32,2.9,36,13,29765,2,1031,19,10,1438,42,7,621,15,5,143,18,329,65,16,66,5,30,68
2022,ENVT4461.2,2022_S21,21,NA,NA,LP,Flooded,400189,6468329,115.9442814,-31.91653976,0,10,5,NA,NA,NA,NA,NA,NA,NA,24388,7,82,4031,42,5.6,47,20,35827,3,1063,21,13,1307,45,5,453,17,6,180,23,404,26,18,71,6,198,83
2022,ENVT4461.3,2022_S22,22,NA,NA,NW,Lake_Sed,400034,6468183,115.9426271,-31.91784311,0,10,5,5.81,10.56,NA,NA,NA,NA,NA,23112,7,19,2351,62,21.1,33,23,39825,4,1843,28,28,3104,42,6,11846,25,10,259,26,15099,35,10,54,15,1160,119
2022,ENVT4461.3,2022_S23,23,NA,NA,NW,Lake_Sed,400036,6468185,115.9426484,-31.91782524,0,10,5,5.54,9.99,NA,NA,NA,NA,NA,21131,9,20,3070,67,22.4,30,32,55404,5,1540,29,25,3238,48,9,11216,29,11,408,30,17984,41,8,56,16,1398,130
2022,ENVT4461.3,2022_S24,24,NA,NA,WD,Drain_Sed,400056,6468254,115.9428671,-31.9172046,0,10,5,5.62,0.1069,NA,NA,NA,NA,NA,5208,1,7,2398,10,6.8,3,6,3962,1,95,8,2,253,19,NA,123,4,2,131,17,1342,9,2,5,2,2783,23
2022,ENVT4461.3,2022_S25,25,NA,NA,WD,Drain_Sed,400052,6468252,115.9428246,-31.91722229,0,10,5,7.12,0.2583,NA,NA,NA,NA,NA,9700,3,13,9354,16,22.4,6,10,12227,1,182,13,1,626,87,NA,222,6,3,281,18,1473,21,1,11,3,2643,36
2022,ENVT4461.3,2022_S26,26,NA,NA,WD,Drain_Sed,400043,6468265,115.9427307,-31.91710423,0,10,5,6.52,0.2944,NA,NA,NA,NA,NA,2316,1,7,1549,3,2.3,2,3,2284,NA,64,1,1,127,12,NA,75,1,NA,43,62,934,4,1,4,1,150,5
2022,ENVT4461.4,2022_S27,27,NA,NA,KMD,Drain_Sed,399915,6468163,115.9413665,-31.91801304,0,10,5,NA,NA,NA,NA,NA,NA,NA,7147,5,53,16283,15,40.3,12,80,15523,1,818,9,3,1453,258,1,1871,8,6,1403,27,4507,72,2,21,3,1632,33
2022,ENVT4461.4,2022_S29,29,NA,NA,KMD,Drain_Sed,399964,6468087,115.9418768,-31.9187029,0,10,5,NA,NA,NA,NA,NA,NA,NA,14087,7,43,7893,19,18.4,14,18,15937,1,430,11,5,1003,119,1,663,9,4,1348,24,1956,41.4,1.7,26.6,3.8,892,40
2022,ENVT4461.4,2022_S30,30,NA,NA,KMD,Drain_Sed,399997,6468027,115.9422197,-31.91924703,0,10,5,NA,NA,NA,NA,NA,NA,NA,11771,9,37,5638,19,36.8,13,33,32513,1,1158,13,8,3919,97,3,14063,9,8,1146,46,38615,71,3,28,4,5747,42
2022,ENVT4461.4,2022_S31,31,NA,NA,KMD,Drain_Sed,400004,6467976,115.9422884,-31.91970769,0,10,5,NA,NA,NA,NA,NA,NA,NA,29810,6,35,6640,55,17,41,28,36614,4,2075,29,38,2944,99,2,4508,23,11,457,25,8767,50,13,68,15,496,111
